Island1,Island2,Distance,LandSea,Trophic,Functional,Taxonomic,Phylogenetic
Aguni,Aka,40355.62053,Sea,Invert,0.105510968,-1,122.9221935
Aguni,Amami,124509.2889,Sea,Invert,0.101318527,-1,123.9978278
Aguni,Aragusuku,417155.7011,Sea,Invert,0.108102844,-1,123.4311586
Aguni,Daito,404689.0827,Sea,Invert,0.098659614,-1,120.3917738
Aguni,Hateruma,440862.0557,Sea,Invert,0.105759646,-1,125.3649385
Aguni,Hatoma,411987.1093,Sea,Invert,0.108926742,-1,125.4695819
Aguni,Ie,51850.53545,Sea,Invert,0.106724044,-0.98,124.5317981
Aguni,Iheya,79466.89296,Sea,Invert,0.099355716,-1,122.6042925
Aguni,Ikema,267576.457,Sea,Invert,0.107386308,-1,130.5380195
Aguni,Iriomote,409195.6841,Sea,Invert,0.099014372,-0.69,122.2532394
Aguni,Ishigaki,361325.3304,Sea,Invert,0.099879107,-0.82,123.571122
Aguni,Izena,74753.16588,Sea,Invert,0.109904915,-1,126.0632735
Aguni,Kohama,406708.8396,Sea,Invert,0.103082578,-0.99,124.7960743
Aguni,Kudaka,78879.71193,Sea,Invert,0.10600584,-1,122.4655135
Aguni,Kume,36374.06695,Sea,Invert,0.104449736,-1,124.7893655
Aguni,Kuro,410821.6389,Sea,Invert,0.099683513,-1,122.4664533
Aguni,Miyako,264414.5411,Sea,Invert,0.09937232,-0.97,123.2464014
Aguni,Nakanougan,451042.2276,Sea,Invert,0.14104554,-1,147.1737676
Aguni,Okinawa,48916.78556,Sea,Invert,0.099075361,0.22,121.3848467
Aguni,Osumi,510580.9573,Sea,Invert,0.104487091,-0.98,128.4481392
Aguni,Panari,420055.2067,Sea,Invert,0.108102844,-1,123.4311586
Aguni,Senkaku,358870.9441,Sea,Invert,0.106164644,-1,121.6283658
Aguni,Taketomi,399439.6093,Sea,Invert,0.102361781,-1,122.8319348
Aguni,Tarama,321553.9307,Sea,Invert,0.108926742,-1,125.4695819
Aguni,Tokashiki,39545.11209,Sea,Invert,0.100083786,-1,120.5283974
Aguni,Tokora,297371.5493,Sea,Invert,0.113750671,-0.99,127.5122085
Aguni,Tonaki,22159.83737,Sea,Invert,0.106483019,-1,123.6422319
Aguni,Yagaji,74626.38302,Sea,Invert,0.103429487,-0.99,127.720359
Aguni,Yonaguni,479440.3602,Sea,Invert,0.098333249,-1,121.4698355
Aguni,Zamami,36696.32006,Sea,Invert,0.10600584,-1,122.4655135
Aka,Amami,143864.7804,Sea,Invert,0.104345948,-0.81,124.2741655
Aka,Aragusuku,397418.0607,Sea,Invert,0.107811353,-1,116.773619
Aka,Daito,393994.5401,Sea,Invert,0.102224019,-0.83,120.0971174
Aka,Hateruma,420470.9595,Sea,Invert,0.105931956,-1,118.9322462
Aka,Hatoma,395123.1284,Sea,Invert,0.108632253,-1,118.1779163
Aka,Ie,71330.90144,Sea,Invert,0.107957267,-1,119.0989273
Aka,Iheya,106789.0838,Sea,Invert,0.102516759,-1,122.3615907
Aka,Ikema,245551.8587,Sea,Invert,0.107822667,-1,123.6450765
Aka,Iriomote,390664.4603,Sea,Invert,0.102330423,-0.89,121.1268725
Aka,Ishigaki,342677.1036,Sea,Invert,0.103384391,0.3,123.7660548
Aka,Izena,98671.38762,Sea,Invert,0.109528553,-1,118.4554082
Aka,Kohama,387690.1497,Sea,Invert,0.105576912,-1,123.1220467
Aka,Kudaka,58564.86008,Sea,Invert,0.105835965,-1,114.4897714
Aka,Kume,37248.57764,Sea,Invert,0.105937143,-1,122.7497092
Aka,Kuro,390715.0736,Sea,Invert,0.102622443,-0.95,123.8167044
Aka,Miyako,241636.5314,Sea,Invert,0.102883786,-0.26,123.2422202
Aka,Nakanougan,433047.771,Sea,Invert,0.137304982,-1,139.4041326
Aka,Okinawa,34154.93912,Sea,Invert,0.102351089,-1,120.5820554
Aka,Osumi,543122.7066,Sea,Invert,0.106030275,-1,126.3302325
Aka,Panari,400261.641,Sea,Invert,0.107811353,-1,116.773619
Aka,Senkaku,359095.0602,Sea,Invert,0.105954361,-1,115.6532024
Aka,Taketomi,379685.0726,Sea,Invert,0.105576744,-1,122.3913924
Aka,Tarama,302306.5544,Sea,Invert,0.108632253,-1,118.1779163
Aka,Tokashiki,4186.431789,Sea,Invert,0.102536937,-1,116.4806067
Aka,Tokora,331448.8904,Sea,Invert,0.11280131,-1,121.875266
Aka,Tonaki,19814.42685,Sea,Invert,0.106436102,-1,116.0083396
Aka,Yagaji,86504.61503,Sea,Invert,0.104694966,-1,122.6022738
Aka,Yonaguni,466234.252,Sea,Invert,0.101747067,-0.81,121.2645106
Aka,Zamami,594.2114795,Sea,Invert,0.105835965,-1,114.4897714
Amami,Aragusuku,543176.2595,Sea,Invert,0.107571705,-1,125.693403
Amami,Daito,288331.3789,Sea,Invert,0.094904983,-0.96,118.5901195
Amami,Hateruma,566505.1758,Sea,Invert,0.104314581,-1,127.8108322
Amami,Hatoma,539419.5122,Sea,Invert,0.10897948,-1,128.1077692
Amami,Ie,66277.08528,Sea,Invert,0.104075726,0.13,124.3301793
Amami,Iheya,37341.8701,Sea,Invert,0.096496633,-1,122.2573398
Amami,Ikema,391863.9637,Sea,Invert,0.107055618,-1,133.7078893
Amami,Iriomote,535859.3386,Sea,Invert,0.095476838,-0.12,120.3935338
Amami,Ishigaki,487859.5681,Sea,Invert,0.095854465,0.32,121.685646
Amami,Izena,44926.02497,Sea,Invert,0.109753255,-1,128.3186811
Amami,Kohama,533114.2896,Sea,Invert,0.100738684,-0.96,124.7010344
Amami,Kudaka,107174.7959,Sea,Invert,0.105399037,-0.7,123.7779694
Amami,Kume,163969.6086,Sea,Invert,0.101555276,-0.97,124.4999406
Amami,Kuro,536608.6516,Sea,Invert,0.096014289,-0.98,121.8450275
Amami,Miyako,388145.3174,Sea,Invert,0.095346325,-0.95,121.6055764
Amami,Nakanougan,578018.6933,Sea,Invert,0.141611055,-1,152.9970128
Amami,Okinawa,22366.0103,Sea,Invert,0.094616802,-0.15,118.9594372
Amami,Osumi,202716.4202,Sea,Invert,0.101852779,-0.99,127.1207231
Amami,Panari,546040.2995,Sea,Invert,0.107571705,-1,125.693403
Amami,Senkaku,485368.1848,Sea,Invert,0.104254238,-0.7,121.69218
Amami,Taketomi,525427.276,Sea,Invert,0.099621952,-1,122.862958
Amami,Tarama,447701.979,Sea,Invert,0.10897948,-1,128.1077692
Amami,Tokashiki,135405.8586,Sea,Invert,0.097809194,-0.5,120.5842028
Amami,Tokora,56810.16089,Sea,Invert,0.112857064,-1,127.3304502
Amami,Tonaki,143744.3695,Sea,Invert,0.106408108,-1,125.7018793
Amami,Yagaji,54453.82302,Sea,Invert,0.100888781,-0.96,128.1264893
Amami,Yonaguni,608023.532,Sea,Invert,0.094411084,-0.53,119.3906013
Amami,Zamami,138009.673,Sea,Invert,0.105399037,-0.7,123.7779694
Aragusuku,Daito,733531.8178,Sea,Invert,0.106942747,-0.9,121.7456114
Aragusuku,Hateruma,21882.96715,Sea,Invert,0.104561585,-1,116.6209242
Aragusuku,Hatoma,27892.95919,Sea,Invert,0.104963847,-1,115.6552215
Aragusuku,Ie,469954.3341,Sea,Invert,0.110178006,-1,120.3388724
Aragusuku,Iheya,500907.1966,Sea,Invert,0.106835956,-1,123.3716858
Aragusuku,Ikema,150278.6306,Sea,Invert,0.104975931,-1,122.3680151
Aragusuku,Iriomote,5470.026645,Sea,Invert,0.10575281,-0.76,122.8798865
Aragusuku,Ishigaki,21123.37615,Sea,Invert,0.106986148,-1,124.9524248
Aragusuku,Izena,495124.4404,Sea,Invert,0.106292253,-1,117.2656497
Aragusuku,Kohama,9725.069724,Sea,Invert,0.108532545,-1,123.4845216
Aragusuku,Kudaka,449049.1797,Sea,Invert,0.105616945,-1,114.8340412
Aragusuku,Kume,362957.4451,Sea,Invert,0.109248329,-1,123.3096866
Aragusuku,Kuro,3621.7465,Sea,Invert,0.108013832,-1,123.4576995
Aragusuku,Miyako,135844.4413,Sea,Invert,0.106897724,-1,124.1786438
Aragusuku,Nakanougan,37358.20519,Sea,Invert,0.121566498,-1,134.432214
Aragusuku,Okinawa,425417.2039,Sea,Invert,0.107314752,-1,122.2861039
Aragusuku,Osumi,922755.7338,Sea,Invert,0.104272941,-1,127.0621799
Aragusuku,Panari,442.9909323,Sea,Invert,0.106088955,-1,113.8994371
Aragusuku,Senkaku,168404.8689,Sea,Invert,0.108497539,-1,116.0107911
Aragusuku,Taketomi,15087.42904,Sea,Invert,0.107241438,-1,121.7631373
Aragusuku,Tarama,85602.59571,Sea,Invert,0.104963847,-1,115.6552215
Aragusuku,Tokashiki,400904.416,Sea,Invert,0.10627957,-1,118.2051459
Aragusuku,Tokora,710554.8251,Sea,Invert,0.107364795,-1,121.251752
Aragusuku,Tonaki,395342.7275,Sea,Invert,0.10462436,-1,115.1990102
Aragusuku,Yagaji,486597.1257,Sea,Invert,0.105813067,-1,124.2685072
Aragusuku,Yonaguni,94082.651,Sea,Invert,0.106307672,-1,123.037941
Aragusuku,Zamami,400623.579,Sea,Invert,0.105616945,-1,114.8340412
Daito,Hateruma,749593.8295,Sea,Invert,0.103649671,-0.65,124.9305947
Daito,Hatoma,745419.5906,Sea,Invert,0.109431093,-0.87,124.8223792
Daito,Ie,350257.903,Sea,Invert,0.101787849,-0.65,120.5824865
Daito,Iheya,346493.1768,Sea,Invert,0.092993179,-1,118.1420735
Daito,Ikema,601518.6792,Sea,Invert,0.107538926,-0.75,132.5568144
Daito,Iriomote,733899.6168,Sea,Invert,0.09242595,-0.42,116.0262943
Daito,Ishigaki,693076.3576,Sea,Invert,0.092802603,-0.23,117.8967435
Daito,Izena,345891.6097,Sea,Invert,0.110159134,-0.94,124.8280942
Daito,Kohama,728090.3832,Sea,Invert,0.097904266,-0.92,121.5378611
Daito,Kudaka,332827.7171,Sea,Invert,0.103999955,-0.94,119.0767349
Daito,Kume,431941.1575,Sea,Invert,0.099281409,-0.94,121.2132465
Daito,Kuro,725824.7893,Sea,Invert,0.092157957,-0.97,117.7457013
Daito,Miyako,578917.5943,Sea,Invert,0.091954875,-0.96,117.6367705
Daito,Nakanougan,772893.4265,Sea,Invert,0.150661594,-1,153.536584
Daito,Okinawa,305044.0967,Sea,Invert,0.090843854,-0.54,114.2708352
Daito,Osumi,478561.5809,Sea,Invert,0.102362243,0.4,125.7715491
Daito,Panari,735515.1013,Sea,Invert,0.106942747,-0.9,121.7456114
Daito,Senkaku,754060.1206,Sea,Invert,0.101724698,-1,116.1369333
Daito,Taketomi,718079.8156,Sea,Invert,0.097425853,-0.99,118.6223536
Daito,Tarama,653507.0519,Sea,Invert,0.109431093,-0.87,124.8223792
Daito,Tokashiki,385846.9939,Sea,Invert,0.094559773,-0.99,115.6690546
Daito,Tokora,386554.7221,Sea,Invert,0.115247929,-0.44,124.9040221
Daito,Tonaki,409470.9629,Sea,Invert,0.105861779,-0.9,121.7931579
Daito,Yagaji,329763.0086,Sea,Invert,0.099779835,0.14,126.2942284
Daito,Yonaguni,824684.3652,Sea,Invert,0.090689632,-1,114.7461143
Daito,Zamami,390862.9224,Sea,Invert,0.103999955,-0.94,119.0767349
Hateruma,Hatoma,43844.48907,Sea,Invert,0.103445325,-1,117.9010204
Hateruma,Ie,493374.133,Sea,Invert,0.107712872,-1,122.0944216
Hateruma,Iheya,524540.3589,Sea,Invert,0.10379622,-1,125.6162419
Hateruma,Ikema,173104.5577,Sea,Invert,0.102864741,-1,122.5223365
Hateruma,Iriomote,21496.8242,Sea,Invert,0.102483257,-0.26,125.2715641
Hateruma,Ishigaki,45237.87394,Sea,Invert,0.103537593,-1,127.0753489
Hateruma,Izena,518635.7048,Sea,Invert,0.104822505,-1,119.5665074
Hateruma,Kohama,32695.72475,Sea,Invert,0.105765914,-1,125.2887755
Hateruma,Kudaka,471442.8052,Sea,Invert,0.10406038,-1,117.7021556
Hateruma,Kume,386835.3452,Sea,Invert,0.106704889,-1,125.6301426
Hateruma,Kuro,26216.99013,Sea,Invert,0.104895784,-1,125.9005669
Hateruma,Miyako,158321.6871,Sea,Invert,0.103310327,-1,126.3575025
Hateruma,Nakanougan,23687.31658,Sea,Invert,0.121250781,-1,134.2603425
Hateruma,Okinawa,447887.9223,Sea,Invert,0.103809598,-1,125.1859256
Hateruma,Osumi,947144.4267,Sea,Invert,0.101266738,-0.99,128.3195972
Hateruma,Panari,19963.21182,Sea,Invert,0.104561585,-1,116.6209242
Hateruma,Senkaku,183915.3567,Sea,Invert,0.106724984,-1,119.8064915
Hateruma,Taketomi,38853.324,Sea,Invert,0.104288796,-1,124.5557105
Hateruma,Tarama,108666.4016,Sea,Invert,0.103445325,-1,117.9010204
Hateruma,Tokashiki,423817.9113,Sea,Invert,0.103581019,-1,120.7732976
Hateruma,Tokora,734818.7432,Sea,Invert,0.105911142,-1,123.5761139
Hateruma,Tonaki,418903.9085,Sea,Invert,0.103083345,-1,117.79054
Hateruma,Yagaji,509747.2294,Sea,Invert,0.102884785,-1,124.8173805
Hateruma,Yonaguni,84387.6517,Sea,Invert,0.102953014,-0.7,125.6302237
Hateruma,Zamami,423739.3935,Sea,Invert,0.10406038,-1,117.7021556
Hatoma,Ie,465937.3347,Sea,Invert,0.111293741,-1,121.872247
Hatoma,Iheya,495889.4281,Sea,Invert,0.108568544,-1,125.7201715
Hatoma,Ikema,150993.017,Sea,Invert,0.101766324,-1,121.8225657
Hatoma,Iriomote,4914.422561,Sea,Invert,0.107295325,-1,125.4452103
Hatoma,Ishigaki,24935.7326,Sea,Invert,0.108636808,-1,127.4911804
Hatoma,Izena,490665.4775,Sea,Invert,0.103466126,-1,117.7818811
Hatoma,Kohama,19134.68622,Sea,Invert,0.109237483,-1,124.9758579
Hatoma,Kudaka,448845.0109,Sea,Invert,0.105335381,-1,116.2659044
Hatoma,Kume,357070.6134,Sea,Invert,0.110053316,-1,124.8190905
Hatoma,Kuro,29423.36901,Sea,Invert,0.110592539,-1,125.8746511
Hatoma,Miyako,138062.1479,Sea,Invert,0.10876586,-1,126.6840076
Hatoma,Nakanougan,39219.04931,Sea,Invert,0.109877812,-1,130.5958555
Hatoma,Okinawa,425040.386,Sea,Invert,0.11018949,-1,125.3144029
Hatoma,Osumi,912013.9807,Sea,Invert,0.101454833,-1,128.2172139
Hatoma,Panari,29149.01282,Sea,Invert,0.104963847,-1,115.6552215
Hatoma,Senkaku,140189.5227,Sea,Invert,0.110332802,-1,118.0166692
Hatoma,Taketomi,29684.83696,Sea,Invert,0.107071071,-1,123.5319252
Hatoma,Tarama,87858.61297,Sea,Invert,0.101899823,-1,116.0702732
Hatoma,Tokashiki,399113.1973,Sea,Invert,0.107892374,-1,120.4532601
Hatoma,Tokora,701383.4284,Sea,Invert,0.103085001,-1,122.2156171
Hatoma,Tonaki,390919.0984,Sea,Invert,0.102745677,-1,116.1789572
Hatoma,Yagaji,483683.4123,Sea,Invert,0.105319641,-1,125.1104366
Hatoma,Yonaguni,77930.93805,Sea,Invert,0.108795675,-1,125.9722524
Hatoma,Zamami,398076.7035,Sea,Invert,0.105335381,-1,116.2659044
Ie,Iheya,29376.12802,Sea,Invert,0.102803208,-0.99,123.2960452
Ie,Ikema,318968.078,Sea,Invert,0.110686413,-1,127.7697665
Ie,Iriomote,462502.8347,Sea,Invert,0.102163998,0.41,121.7681054
Ie,Ishigaki,414515.7261,Sea,Invert,0.102550812,-0.61,123.6479948
Ie,Izena,20329.90008,Sea,Invert,0.112182474,-1,122.3006673
Ie,Kohama,459806.0202,Sea,Invert,0.105885985,-1,123.9114025
Ie,Kudaka,53012.74979,Sea,Invert,0.10818246,-1,118.0785975
Ie,Kume,90497.37691,Sea,Invert,0.107159296,-1,123.7782753
Ie,Kuro,463434.2635,Sea,Invert,0.102718712,-0.96,123.7950329
Ie,Miyako,315388.9433,Sea,Invert,0.102063409,-0.48,123.4080882
Ie,Nakanougan,504613.8622,Sea,Invert,0.141462745,-1,143.0782683
Ie,Okinawa,3331.36537,Sea,Invert,0.101418989,-1,120.7946207
Ie,Osumi,465447.746,Sea,Invert,0.106958705,-0.99,126.8816053
Ie,Panari,472823.8527,Sea,Invert,0.110178006,-1,120.3388724
Ie,Senkaku,414825.9431,Sea,Invert,0.107668506,-1,118.1634393
Ie,Taketomi,452204.457,Sea,Invert,0.105264341,-1,123.1067872
Ie,Tarama,374420.6931,Sea,Invert,0.111293741,-1,121.872247
Ie,Tokashiki,63124.97871,Sea,Invert,0.103540522,-1,119.3968087
Ie,Tokora,255158.0906,Sea,Invert,0.115245102,-1,123.9092775
Ie,Tonaki,70251.15746,Sea,Invert,0.109031862,-1,119.8896741
Ie,Yagaji,17015.35649,Sea,Invert,0.105939895,-1,124.8028967
Ie,Yonaguni,534540.2344,Sea,Invert,0.101071342,-0.89,121.4226824
Ie,Zamami,65539.67151,Sea,Invert,0.10818246,-1,118.0785975
Iheya,Ikema,350753.1106,Sea,Invert,0.106580036,-1,131.5038328
Iheya,Iriomote,493048.2597,Sea,Invert,0.094070083,-0.11,120.5178306
Iheya,Ishigaki,445151.2559,Sea,Invert,0.094562445,-0.9,121.7964983
Iheya,Izena,2235.51966,Sea,Invert,0.109366218,-1,126.1548791
Iheya,Kohama,490524.3731,Sea,Invert,0.09860055,-1,123.5491684
Iheya,Kudaka,88802.2727,Sea,Invert,0.103981084,-1,121.8134985
Iheya,Kume,120069.9315,Sea,Invert,0.100415324,-1,123.4543488
Iheya,Kuro,494522.3266,Sea,Invert,0.094035528,-1,120.6997244
Iheya,Miyako,347389.2086,Sea,Invert,0.093704377,-0.99,121.5972813
Iheya,Nakanougan,534930.3355,Sea,Invert,0.14773151,-1,149.6214015
Iheya,Okinawa,29204.12442,Sea,Invert,0.09302842,-1,119.1804499
Iheya,Osumi,421013.6618,Sea,Invert,0.101956167,-0.99,127.5768708
Iheya,Panari,503799.1946,Sea,Invert,0.106835956,-1,123.3716858
Iheya,Senkaku,437363.6059,Sea,Invert,0.102626018,-1,119.9350627
Iheya,Taketomi,483178.5788,Sea,Invert,0.097930557,-1,121.3719013
Iheya,Tarama,405299.4395,Sea,Invert,0.108568544,-1,125.7201715
Iheya,Tokashiki,99569.61678,Sea,Invert,0.095592298,-1,119.2310087
Iheya,Tokora,210518.3861,Sea,Invert,0.114327802,-0.95,127.2690823
Iheya,Tonaki,101570.3544,Sea,Invert,0.105178121,-1,123.4823427
Iheya,Yagaji,32967.40544,Sea,Invert,0.099940233,-0.99,127.2534144
Iheya,Yonaguni,563015.4386,Sea,Invert,0.092533968,-1,119.3494616
Iheya,Zamami,101331.8415,Sea,Invert,0.103981084,-1,121.8134985
Ikema,Iriomote,144454.3446,Sea,Invert,0.10512619,-1,131.6658937
Ikema,Ishigaki,97050.84572,Sea,Invert,0.106555118,-1,133.3613758
Ikema,Izena,344453.6263,Sea,Invert,0.103691043,-1,123.708623
Ikema,Kohama,141049.6681,Sea,Invert,0.107467226,-1,129.8597167
Ikema,Kudaka,296930.8302,Sea,Invert,0.10543173,-1,123.4899922
Ikema,Kume,214883.3683,Sea,Invert,0.108804396,-1,130.7125736
Ikema,Kuro,143453.8737,Sea,Invert,0.10872548,-0.99,132.6466602
Ikema,Miyako,1247.398306,Sea,Invert,0.106555636,-1,132.6634008
Ikema,Nakanougan,186980.2242,Sea,Invert,0.112204588,-1,131.1733947
Ikema,Okinawa,273265.5969,Sea,Invert,0.108351161,-1,132.7638418
Ikema,Osumi,779380.047,Sea,Invert,0.099807008,-1,131.956996
Ikema,Panari,153084.5171,Sea,Invert,0.104975931,-1,122.3680151
Ikema,Senkaku,189573.5671,Sea,Invert,0.110586281,-1,126.8922183
Ikema,Taketomi,132604.2443,Sea,Invert,0.105718203,-1,130.5173988
Ikema,Tarama,56703.59308,Sea,Invert,0.101766324,-1,121.8225657
Ikema,Tokashiki,248860.7102,Sea,Invert,0.106296649,-1,127.1770931
Ikema,Tokora,565621.9738,Sea,Invert,0.103777284,-1,128.1093502
Ikema,Tonaki,245042.3025,Sea,Invert,0.102678446,-1,122.7489138
Ikema,Yagaji,334884.4144,Sea,Invert,0.10315917,-1,127.4533401
Ikema,Yonaguni,227295.9888,Sea,Invert,0.106878404,-0.75,132.8430245
Ikema,Zamami,248866.4405,Sea,Invert,0.10543173,-1,123.4899922
Iriomote,Ishigaki,14389.09128,Sea,Invert,0.093445756,-0.74,119.6362617
Iriomote,Izena,487493.2274,Sea,Invert,0.108410249,-0.81,126.0043587
Iriomote,Kohama,1919.231132,Sea,Invert,0.098290095,-0.88,122.7955787
Iriomote,Kudaka,443262.2911,Sea,Invert,0.10340553,-1,120.4560092
Iriomote,Kume,354671.7376,Sea,Invert,0.099932712,0.26,123.2192397
Iriomote,Kuro,9265.262505,Sea,Invert,0.093685363,-0.01,120.3990775
Iriomote,Miyako,130678.0583,Sea,Invert,0.092875702,0.32,119.5491545
Iriomote,Nakanougan,14718.50249,Sea,Invert,0.144475697,-1,154.4259163
Iriomote,Okinawa,419538.9056,Sea,Invert,0.092242992,0.02,116.4650707
Iriomote,Osumi,912774.7282,Sea,Invert,0.100509482,-0.11,125.8767488
Iriomote,Panari,5708.452649,Sea,Invert,0.10575281,-0.76,122.8798865
Iriomote,Senkaku,143728.3732,Sea,Invert,0.102438978,-1,118.6916409
Iriomote,Taketomi,14167.86435,Sea,Invert,0.097538191,-0.66,121.0734172
Iriomote,Tarama,80024.32167,Sea,Invert,0.107295325,-1,125.4452103
Iriomote,Tokashiki,394375.8256,Sea,Invert,0.095418423,-0.38,117.6342506
Iriomote,Tokora,701124.1053,Sea,Invert,0.112469957,-0.51,125.5027697
Iriomote,Tonaki,387675.453,Sea,Invert,0.104513437,-1,122.8138354
Iriomote,Yagaji,479620.6392,Sea,Invert,0.098899766,-0.59,126.1014827
Iriomote,Yonaguni,64805.12247,Sea,Invert,0.091824966,-0.53,116.9432716
Iriomote,Zamami,393761.3544,Sea,Invert,0.10340553,-1,120.4560092
Ishigaki,Izena,439537.7573,Sea,Invert,0.109743782,0.5,128.1505418
Ishigaki,Kohama,11687.56347,Sea,Invert,0.098832419,-1,124.1376101
Ishigaki,Kudaka,395537.5423,Sea,Invert,0.104589765,-0.34,123.1314415
Ishigaki,Kume,306930.8639,Sea,Invert,0.100619902,0.76,124.349864
Ishigaki,Kuro,15331.98917,Sea,Invert,0.094045607,-0.88,121.3151739
Ishigaki,Miyako,83917.33684,Sea,Invert,0.093067648,-0.89,120.9412512
Ishigaki,Nakanougan,56917.24463,Sea,Invert,0.146276417,-1,154.6652189
Ishigaki,Okinawa,371782.4963,Sea,Invert,0.092365707,0.27,118.1891346
Ishigaki,Osumi,866599.5361,Sea,Invert,0.10123094,0.61,127.131963
Ishigaki,Panari,24042.36655,Sea,Invert,0.106986148,-1,124.9524248
Ishigaki,Senkaku,144210.5575,Sea,Invert,0.103256626,-0.34,121.0791076
Ishigaki,Taketomi,3541.525799,Sea,Invert,0.097786832,-1,122.4100542
Ishigaki,Tarama,33846.50743,Sea,Invert,0.108636808,-1,127.4911804
Ishigaki,Tokashiki,346425.5084,Sea,Invert,0.096165427,-0.37,119.8665383
Ishigaki,Tokora,654279.8643,Sea,Invert,0.113737226,0.8,127.3785828
Ishigaki,Tonaki,339721.6695,Sea,Invert,0.105803967,-0.24,125.187711
Ishigaki,Yagaji,431611.6563,Sea,Invert,0.099673893,-0.22,127.8462972
Ishigaki,Yonaguni,103915.7508,Sea,Invert,0.092060462,-0.62,118.6311134
Ishigaki,Zamami,345761.9416,Sea,Invert,0.104589765,-0.34,123.1314415
Izena,Kohama,484872.1671,Sea,Invert,0.110366505,-1,126.025916
Izena,Kudaka,79644.62016,Sea,Invert,0.106204086,-1,116.7975221
Izena,Kume,114749.2337,Sea,Invert,0.110201497,-1,124.8332006
Izena,Kuro,488659.4024,Sea,Invert,0.111238182,-1,126.7655866
Izena,Miyako,340956.9654,Sea,Invert,0.109775035,-0.7,127.2080475
Izena,Nakanougan,529508.8473,Sea,Invert,0.108917447,-1,127.5763045
Izena,Okinawa,20345.01404,Sea,Invert,0.110950099,-1,125.5899601
Izena,Osumi,438260.7749,Sea,Invert,0.102495345,-1,128.3358437
Izena,Panari,498002.6413,Sea,Invert,0.106292253,-1,117.2656497
Izena,Senkaku,435558.3755,Sea,Invert,0.110746161,-1,118.1806928
Izena,Taketomi,477379.8159,Sea,Invert,0.108103709,-1,124.4760921
Izena,Tarama,399541.2103,Sea,Invert,0.103466126,-1,117.7818811
Izena,Tokashiki,91054.1314,Sea,Invert,0.108690681,-1,120.9565782
Izena,Tokora,227954.2482,Sea,Invert,0.103154231,-1,121.8198046
Izena,Tonaki,95295.49741,Sea,Invert,0.103753063,-1,116.9340111
Izena,Yagaji,24768.74827,Sea,Invert,0.106700611,-1,125.7117003
Izena,Yonaguni,558583.4877,Sea,Invert,0.109863374,-0.7,126.3993234
Izena,Zamami,93097.65161,Sea,Invert,0.106204086,-1,116.7975221
Kohama,Kudaka,439936.1704,Sea,Invert,0.106371566,-1,122.5399067
Kohama,Kume,352323.3337,Sea,Invert,0.103980055,-1,124.7934775
Kohama,Kuro,7420.9899,Sea,Invert,0.099030442,-1,123.2908013
Kohama,Miyako,126948.8051,Sea,Invert,0.098169646,-1,123.8729329
Kohama,Nakanougan,41533.84571,Sea,Invert,0.142413837,-1,146.1765835
Kohama,Okinawa,416252.4466,Sea,Invert,0.098085223,-1,121.9643098
Kohama,Osumi,911293.9933,Sea,Invert,0.103667747,-0.95,127.9860268
Kohama,Panari,12253.54864,Sea,Invert,0.108532545,-1,123.4845216
Kohama,Senkaku,156962.4433,Sea,Invert,0.106405054,-0.99,122.0429187
Kohama,Taketomi,7396.685772,Sea,Invert,0.101464541,-1,123.3303949
Kohama,Tarama,76404.65021,Sea,Invert,0.109237483,-1,124.9758579
Kohama,Tokashiki,391318.5045,Sea,Invert,0.099933025,-0.98,121.4568917
Kohama,Tokora,699346.8659,Sea,Invert,0.114303053,-0.94,126.8997001
Kohama,Tonaki,385060.8836,Sea,Invert,0.106819797,-1,123.7073312
Kohama,Yagaji,476739.3868,Sea,Invert,0.102717076,-0.99,127.3715291
Kohama,Yonaguni,93079.46371,Sea,Invert,0.097400704,-1,122.2014861
Kohama,Zamami,390828.3383,Sea,Invert,0.106371566,-1,122.5399067
Kudaka,Kume,97175.84712,Sea,Invert,0.107123606,-1,122.0598565
Kudaka,Kuro,442092.3722,Sea,Invert,0.104939437,-1,122.6232993
Kudaka,Miyako,290053.1943,Sea,Invert,0.104295453,-0.7,122.5211874
Kudaka,Nakanougan,485787.8343,Sea,Invert,0.128084114,-1,137.5013009
Kudaka,Okinawa,5254.929917,Sea,Invert,0.104255565,-1,119.7249886
Kudaka,Osumi,514406.2396,Sea,Invert,0.104168327,-1,126.0984021
Kudaka,Panari,451813.7754,Sea,Invert,0.105616945,-1,114.8340412
Kudaka,Senkaku,420443.7594,Sea,Invert,0.106043051,-1,113.5416239
Kudaka,Taketomi,431428.7495,Sea,Invert,0.105481092,-1,120.8637288
Kudaka,Tarama,355094.0563,Sea,Invert,0.105335381,-1,116.2659044
Kudaka,Tokashiki,50344.17986,Sea,Invert,0.103600864,-1,115.9375703
Kudaka,Tokora,309013.9873,Sea,Invert,0.108335847,-1,120.4347077
Kudaka,Tonaki,75404.91688,Sea,Invert,0.103842409,-1,114.3537831
Kudaka,Yagaji,53788.17237,Sea,Invert,0.104585801,-1,122.8213572
Kudaka,Yonaguni,521885.6166,Sea,Invert,0.10338669,-1,120.5693701
Kudaka,Zamami,55420.09257,Sea,Invert,0.104178447,-1,112.824086
Kume,Kuro,356761.0464,Sea,Invert,0.099425262,-1,122.7765533
Kume,Miyako,212136.11,Sea,Invert,0.100240327,0.11,124.2015053
Kume,Nakanougan,396323.7638,Sea,Invert,0.134594921,-1,143.6558529
