Island1,Island2,Distance,LandSea,Trophic,Functional,Taxonomic,Phylogenetic
Kume,Miyako,212136.11,Sea,Omni,0.105697497,-1,130.2133511
Kume,Nakanougan,396323.7638,Sea,Omni,NA,0.08,NA
Kume,Okinawa,72316.61141,Sea,Omni,0.101514341,-1,118.3358346
Kume,Osumi,550397.6159,Sea,Omni,0.089934451,-1,99.71429711
Kume,Panari,365875.6161,Sea,Omni,0.092593625,-1,53.61848906
Kume,Senkaku,305667.9007,Sea,Omni,NA,-1,NA
Kume,Taketomi,345287.4709,Sea,Omni,0.092593625,-1,95.36829011
Kume,Tarama,267454.6419,Sea,Omni,0.092593625,-1,53.61848906
Kume,Tokashiki,44106.82447,Sea,Omni,0.092593625,-1,114.3972299
Kume,Tokora,336903.0105,Sea,Omni,0.090328321,-0.51,62.70738401
Kume,Tonaki,16041.612,Sea,Omni,0.092593625,-1,53.61848906
Kume,Yagaji,110806.5847,Sea,Omni,0.092593625,-1,102.6732253
Kume,Yonaguni,424004.6035,Sea,Omni,0.096304411,-1,117.2374601
Kume,Zamami,37121.09218,Sea,Omni,0.092593625,-1,60.49089366
Kuro,Miyako,128869.91,Sea,Omni,0.109647662,-1,142.7576097
Kuro,Nakanougan,43044.359,Sea,Omni,NA,0.45,NA
Kuro,Okinawa,418486.5502,Sea,Omni,0.103914688,-1,138.7565436
Kuro,Osumi,917289.3765,Sea,Omni,0.089805235,-1,125.689809
Kuro,Panari,5992.482746,Sea,Omni,0.088376021,-1,106.7088833
Kuro,Senkaku,168286.5239,Sea,Omni,NA,-1,NA
Kuro,Taketomi,8873.326922,Sea,Omni,0.088376021,-1,112.4200263
Kuro,Tarama,78844.66288,Sea,Omni,0.088376021,-1,106.7088833
Kuro,Tokashiki,394143.8191,Sea,Omni,0.088376021,-1,132.3635787
Kuro,Tokora,704815.2835,Sea,Omni,0.086528767,-1,114.6865603
Kuro,Tonaki,388907.1825,Sea,Omni,0.088376021,-1,106.7088833
Kuro,Yagaji,479940.7098,Sea,Omni,0.088376021,-1,126.6747492
Kuro,Yonaguni,98915.45546,Sea,Omni,0.099957465,-1,138.8838676
Kuro,Zamami,393948.5429,Sea,Omni,0.088376021,-1,106.7088833
Miyako,Nakanougan,173137.2912,Sea,Omni,NA,0.84,NA
Miyako,Okinawa,266892.4098,Sea,Omni,0.107803436,-1,142.9848748
Miyako,Osumi,776881.53,Sea,Omni,0.106771814,0.26,139.4536446
Miyako,Panari,138595.734,Sea,Omni,0.109647662,-1,129.0586862
Miyako,Senkaku,186281.8488,Sea,Omni,NA,-1,NA
Miyako,Taketomi,118257.4204,Sea,Omni,0.109647662,-1,137.6828861
Miyako,Tarama,44005.25392,Sea,Omni,0.109647662,-1,129.0586862
Miyako,Tokashiki,244810.171,Sea,Omni,0.109647662,-1,141.5953623
Miyako,Tokora,563110.8474,Sea,Omni,0.10958431,0.65,131.5919897
Miyako,Tonaki,241720.61,Sea,Omni,0.109647662,-1,129.0586862
Miyako,Yagaji,331019.1329,Sea,Omni,0.109647662,-1,137.5864753
Miyako,Yonaguni,215371.6152,Sea,Omni,0.104480812,-0.83,142.5604052
Miyako,Zamami,245012.592,Sea,Omni,0.109647662,-1,127.5175255
Nakanougan,Okinawa,462060.5188,Sea,Omni,NA,0.66,NA
Nakanougan,Osumi,952297.8086,Sea,Omni,NA,-0.08,NA
Nakanougan,Panari,35718.04836,Sea,Omni,NA,0.45,NA
Nakanougan,Senkaku,168731.2318,Sea,Omni,NA,0.45,NA
Nakanougan,Taketomi,53241.33154,Sea,Omni,NA,0.45,NA
Nakanougan,Tarama,122492.6558,Sea,Omni,NA,0.45,NA
Nakanougan,Tokashiki,436812.3407,Sea,Omni,NA,0.45,NA
Nakanougan,Tokora,741488.4399,Sea,Omni,NA,0.55,NA
Nakanougan,Tonaki,429701.2298,Sea,Omni,NA,0.45,NA
Nakanougan,Yagaji,521921.7918,Sea,Omni,NA,0.45,NA
Nakanougan,Yonaguni,59720.08273,Sea,Omni,NA,0.84,NA
Nakanougan,Zamami,436113.5241,Sea,Omni,NA,0.45,NA
Okinawa,Osumi,429254.7682,Sea,Omni,0.100010441,0.24,129.5507904
Okinawa,Panari,428191.4905,Sea,Omni,0.103914688,-1,117.4603661
Okinawa,Senkaku,396305.2505,Sea,Omni,NA,-1,NA
Okinawa,Taketomi,407780.689,Sea,Omni,0.103914688,-1,132.1337047
Okinawa,Tarama,331334.0385,Sea,Omni,0.103914688,-1,117.4603661
Okinawa,Tokashiki,25697.43747,Sea,Omni,0.103914688,-1,137.8372067
Okinawa,Tokora,223946.5307,Sea,Omni,0.101360022,0.51,118.477584
Okinawa,Tonaki,50453.03232,Sea,Omni,0.103914688,-1,117.4603661
Okinawa,Yagaji,86.06612022,Sea,Omni,0.103914688,-1,129.5848448
Okinawa,Yonaguni,498012.9228,Sea,Omni,0.101405917,-1,136.2765825
Okinawa,Zamami,30593.75674,Sea,Omni,0.103914688,-1,118.1128264
Osumi,Panari,925731.7829,Sea,Omni,0.089805235,-1,93.53864348
Osumi,Senkaku,810200.6923,Sea,Omni,NA,-1,NA
Osumi,Taketomi,905514.1156,Sea,Omni,0.089805235,-1,120.1418548
Osumi,Tarama,829057.7589,Sea,Omni,0.089805235,-1,93.53864348
Osumi,Tokashiki,535965.4258,Sea,Omni,0.089805235,-1,127.7732658
Osumi,Tokora,53809.25564,Sea,Omni,0.084937101,-1,99.44921378
Osumi,Tonaki,535342.5764,Sea,Omni,0.089805235,-1,93.53864348
Osumi,Yagaji,459955.104,Sea,Omni,0.089805235,-1,116.4786194
Osumi,Yonaguni,967580.1754,Sea,Omni,0.094360003,-0.83,129.9135422
Osumi,Zamami,537710.8783,Sea,Omni,0.089805235,-1,98.08990292
Panari,Senkaku,170231.1098,Sea,Omni,NA,-1,NA
Panari,Taketomi,17935.02127,Sea,Omni,0.088376021,-1,88.72267676
Panari,Tarama,88426.00388,Sea,Omni,0.088376021,-1,0
Panari,Tokashiki,403737.5605,Sea,Omni,0.088376021,-1,109.5260902
Panari,Tokora,713517.593,Sea,Omni,0.086528767,-1,53.56048474
Panari,Tonaki,398225.529,Sea,Omni,0.088376021,-1,0
Panari,Yagaji,489448.6075,Sea,Omni,0.088376021,-1,100.7934464
Panari,Yonaguni,92877.61771,Sea,Omni,0.099957465,-1,113.1312063
Panari,Zamami,403471.8001,Sea,Omni,0.088376021,-1,50.52247365
Senkaku,Taketomi,161809.371,Sea,Omni,NA,-1,NA
Senkaku,Tarama,153706.1916,Sea,Omni,NA,-1,NA
Senkaku,Tokashiki,365950.2624,Sea,Omni,NA,-1,NA
Senkaku,Tokora,612089.0979,Sea,Omni,NA,-1,NA
Senkaku,Tonaki,344086.7738,Sea,Omni,NA,-1,NA
Senkaku,Yagaji,437588.0843,Sea,Omni,NA,-1,NA
Senkaku,Yonaguni,146842.492,Sea,Omni,NA,-1,NA
Senkaku,Zamami,360943.2029,Sea,Omni,NA,-1,NA
Taketomi,Tarama,67913.69249,Sea,Omni,0.088376021,-1,88.72267676
Taketomi,Tokashiki,383188.0219,Sea,Omni,0.088376021,-1,131.1426291
Taketomi,Tokora,693123.0407,Sea,Omni,0.086528767,-1,99.35957941
Taketomi,Tonaki,377602.5681,Sea,Omni,0.088376021,-1,88.72267676
Taketomi,Yagaji,468854.7555,Sea,Omni,0.088376021,-1,120.402376
Taketomi,Yonaguni,105724.2237,Sea,Omni,0.099957465,-1,132.2692186
Taketomi,Zamami,382884.7469,Sea,Omni,0.088376021,-1,88.72267675
Tarama,Tokashiki,306009.0785,Sea,Omni,0.088376021,-1,109.5260902
Tarama,Tokora,615984.2436,Sea,Omni,0.086528767,-1,53.56048474
Tarama,Tonaki,299747.8091,Sea,Omni,0.088376021,-1,0
Tarama,Yagaji,391315.6752,Sea,Omni,0.088376021,-1,100.7934464
Tarama,Yonaguni,166077.3081,Sea,Omni,0.099957465,-1,113.1312063
Tarama,Zamami,305421.1888,Sea,Omni,0.088376021,-1,50.52247365
Tokashiki,Tokora,324740.0976,Sea,Omni,0.086528767,-1,116.5710606
Tokashiki,Tonaki,24206.31911,Sea,Omni,0.088376021,-1,109.5260902
Tokashiki,Yagaji,77777.6101,Sea,Omni,0.088376021,-1,131.4473486
Tokashiki,Yonaguni,470755.0901,Sea,Omni,0.099957465,-1,135.6936557
Tokashiki,Zamami,1894.220592,Sea,Omni,0.088376021,-1,110.8517477
Tokora,Tonaki,322435.2154,Sea,Omni,0.086528767,-1,53.56048474
Tokora,Yagaji,252483.7255,Sea,Omni,0.086528767,-1,104.3707768
Tokora,Yonaguni,760897.7561,Sea,Omni,0.096471304,-0.47,116.491082
Tokora,Zamami,326180.0206,Sea,Omni,0.086528767,-1,66.47782761
Tonaki,Yagaji,89148.22202,Sea,Omni,0.088376021,-1,100.7934464
Tonaki,Yonaguni,459517.9551,Sea,Omni,0.099957465,-1,113.1312063
Tonaki,Zamami,18346.05241,Sea,Omni,0.088376021,-1,50.52247365
Yagaji,Yonaguni,553591.4807,Sea,Omni,0.099957465,-1,131.5624588
Yagaji,Zamami,80582.04306,Sea,Omni,0.088376021,-1,99.35800932
Yonaguni,Zamami,468884.1862,Sea,Omni,0.099957465,-1,118.4095971
Aguni,Aka,40355.62053,Sea,Vert,0.080612244,-1,118.3796184
Aguni,Amami,124509.2889,Sea,Vert,0.085427364,-0.82,121.8555907
Aguni,Aragusuku,417155.7011,Sea,Vert,0.08103547,-1,119.5840927
Aguni,Daito,404689.0827,Sea,Vert,0.090223492,-0.94,121.1730684
Aguni,Hateruma,440862.0557,Sea,Vert,0.082674503,-0.98,123.6202505
Aguni,Hatoma,411987.1093,Sea,Vert,0.08103547,-1,119.5840927
Aguni,Ie,51850.53545,Sea,Vert,0.083096852,-1,117.557507
Aguni,Iheya,79466.89296,Sea,Vert,0.088846098,-1,118.3230704
Aguni,Ikema,267576.457,Sea,Vert,0.084954952,-1,120.13731
Aguni,Iriomote,409195.6841,Sea,Vert,0.090693301,-1,119.9482664
Aguni,Ishigaki,361325.3304,Sea,Vert,0.088328143,-1,119.5136008
Aguni,Izena,74753.16588,Sea,Vert,0.080612244,-1,118.3796184
Aguni,Kohama,406708.8396,Sea,Vert,0.083645543,-0.99,119.3776732
Aguni,Kudaka,78879.71193,Sea,Vert,0.080612244,-1,118.3796184
Aguni,Kume,36374.06695,Sea,Vert,0.084954952,-1,120.13731
Aguni,Kuro,410821.6389,Sea,Vert,0.084160263,-1,119.2277077
Aguni,Miyako,264414.5411,Sea,Vert,0.087031824,-1,120.7371476
Aguni,Nakanougan,451042.2276,Sea,Vert,0.075027895,-0.57,122.7546079
Aguni,Okinawa,48916.78556,Sea,Vert,0.0948412,-1,119.8217553
Aguni,Osumi,510580.9573,Sea,Vert,0.082946441,-0.43,123.6992184
Aguni,Panari,420055.2067,Sea,Vert,0.08103547,-1,119.5840927
Aguni,Senkaku,358870.9441,Sea,Vert,0.080975244,-0.93,122.9928524
Aguni,Taketomi,399439.6093,Sea,Vert,0.081022631,-0.99,119.897796
Aguni,Tarama,321553.9307,Sea,Vert,0.082244828,-1,120.4180415
Aguni,Tokashiki,39545.11209,Sea,Vert,0.094150467,-0.99,118.4682512
Aguni,Tokora,297371.5493,Sea,Vert,0.078233397,-0.93,125.5280734
Aguni,Tonaki,22159.83737,Sea,Vert,0.080612244,-1,118.3796184
Aguni,Yagaji,74626.38302,Sea,Vert,0.081074218,-1,119.1155098
Aguni,Yonaguni,479440.3602,Sea,Vert,0.088996089,-1,121.794788
Aguni,Zamami,36696.32006,Sea,Vert,0.080612244,-1,118.3796184
Aka,Amami,143864.7804,Sea,Vert,0.078916111,-0.79,123.3419767
Aka,Aragusuku,397418.0607,Sea,Vert,0.06838933,-1,115.0290373
Aka,Daito,393994.5401,Sea,Vert,0.08670168,-0.74,124.983936
Aka,Hateruma,420470.9595,Sea,Vert,0.069468313,-1,119.37269
Aka,Hatoma,395123.1284,Sea,Vert,0.06838933,-1,115.0290373
Aka,Ie,71330.90144,Sea,Vert,0.071195369,-1,112.3650114
Aka,Iheya,106789.0838,Sea,Vert,0.084929847,-1,120.8347206
Aka,Ikema,245551.8587,Sea,Vert,0.074868722,-1,117.9606678
Aka,Iriomote,390664.4603,Sea,Vert,0.085830704,-1,120.2425249
Aka,Ishigaki,342677.1036,Sea,Vert,0.083251461,-1,119.6319214
Aka,Izena,98671.38762,Sea,Vert,0.067458821,-1,113.9508921
Aka,Kohama,387690.1497,Sea,Vert,0.073039151,-1,116.4064684
Aka,Kudaka,58564.86008,Sea,Vert,0.067458821,-1,113.9508921
Aka,Kume,37248.57764,Sea,Vert,0.074868722,-1,117.9606678
Aka,Kuro,390715.0736,Sea,Vert,0.073948511,-1,116.3403579
Aka,Miyako,241636.5314,Sea,Vert,0.081700485,-1,122.5578831
Aka,Nakanougan,433047.771,Sea,Vert,0.057751928,-0.93,116.5621524
Aka,Okinawa,34154.93912,Sea,Vert,0.090848931,-1,119.1351252
Aka,Osumi,543122.7066,Sea,Vert,0.075450034,-0.33,124.8832737
Aka,Panari,400261.641,Sea,Vert,0.06838933,-1,115.0290373
Aka,Senkaku,359095.0602,Sea,Vert,0.067058695,-1,117.9726657
Aka,Taketomi,379685.0726,Sea,Vert,0.069434691,-1,116.3898265
Aka,Tarama,302306.5544,Sea,Vert,0.070001959,-1,116.5968342
Aka,Tokashiki,4186.431789,Sea,Vert,0.088967979,-1,118.493587
Aka,Tokora,331448.8904,Sea,Vert,0.063434826,-1,120.8471387
Aka,Tonaki,19814.42685,Sea,Vert,0.067458821,-1,113.9508921
Aka,Yagaji,86504.61503,Sea,Vert,0.070455823,-1,117.1972235
Aka,Yonaguni,466234.252,Sea,Vert,0.08463828,-1,124.2610915
Aka,Zamami,594.2114795,Sea,Vert,0.067458821,-1,113.9508921
Amami,Aragusuku,543176.2595,Sea,Vert,0.078392719,-0.71,123.981211
Amami,Daito,288331.3789,Sea,Vert,0.08602217,-0.79,122.1316785
Amami,Hateruma,566505.1758,Sea,Vert,0.080525357,-0.33,126.2564853
Amami,Hatoma,539419.5122,Sea,Vert,0.078392719,-0.71,123.981211
Amami,Ie,66277.08528,Sea,Vert,0.080626812,-0.87,123.0183803
Amami,Iheya,37341.8701,Sea,Vert,0.085689463,-0.62,121.309587
Amami,Ikema,391863.9637,Sea,Vert,0.081883661,-0.71,123.4939246
Amami,Iriomote,535859.3386,Sea,Vert,0.086976427,-1,122.6607994
Amami,Ishigaki,487859.5681,Sea,Vert,0.084238383,-1,122.4527193
Amami,Izena,44926.02497,Sea,Vert,0.078916111,-0.79,123.3419767
Amami,Kohama,533114.2896,Sea,Vert,0.080757969,-0.43,123.3904338
Amami,Kudaka,107174.7959,Sea,Vert,0.078916111,-0.79,123.3419767
Amami,Kume,163969.6086,Sea,Vert,0.081883661,-0.71,123.4939246
Amami,Kuro,536608.6516,Sea,Vert,0.081644484,-0.82,123.2498411
Amami,Miyako,388145.3174,Sea,Vert,0.083310944,-0.84,122.6910116
Amami,Nakanougan,578018.6933,Sea,Vert,0.073789571,0.28,126.7517379
Amami,Okinawa,22366.0103,Sea,Vert,0.091647258,-1,123.1134098
Amami,Osumi,202716.4202,Sea,Vert,0.078411415,-0.92,124.1207207
Amami,Panari,546040.2995,Sea,Vert,0.078392719,-0.71,123.981211
Amami,Senkaku,485368.1848,Sea,Vert,0.078821745,0.13,126.3042659
Amami,Taketomi,525427.276,Sea,Vert,0.077725695,-0.82,123.7423804
Amami,Tarama,447701.979,Sea,Vert,0.07942306,-0.87,124.1381071
Amami,Tokashiki,135405.8586,Sea,Vert,0.091501493,-0.8,121.8918896
Amami,Tokora,56810.16089,Sea,Vert,0.074843203,-0.99,127.1667061
Amami,Tonaki,143744.3695,Sea,Vert,0.078916111,-0.79,123.3419767
Amami,Yagaji,54453.82302,Sea,Vert,0.077871465,-0.94,122.6846744
Amami,Yonaguni,608023.532,Sea,Vert,0.084699547,-1,122.9734872
Amami,Zamami,138009.673,Sea,Vert,0.078916111,-0.79,123.3419767
Aragusuku,Daito,733531.8178,Sea,Vert,0.086514385,0.03,126.2840852
Aragusuku,Hateruma,21882.96715,Sea,Vert,0.069908698,-1,119.5298256
Aragusuku,Hatoma,27892.95919,Sea,Vert,0.068692827,-1,115.1585419
Aragusuku,Ie,469954.3341,Sea,Vert,0.072061095,-1,113.3763662
Aragusuku,Iheya,500907.1966,Sea,Vert,0.084838209,-0.98,121.9796024
Aragusuku,Ikema,150278.6306,Sea,Vert,0.075028905,-1,118.3397509
Aragusuku,Iriomote,5470.026645,Sea,Vert,0.085572131,-1,120.8161571
Aragusuku,Ishigaki,21123.37615,Sea,Vert,0.082943399,-1,120.2504445
Aragusuku,Izena,495124.4404,Sea,Vert,0.06838933,-1,115.0290373
Aragusuku,Kohama,9725.069724,Sea,Vert,0.073210914,-1,116.6451733
Aragusuku,Kudaka,449049.1797,Sea,Vert,0.06838933,-1,115.0290373
Aragusuku,Kume,362957.4451,Sea,Vert,0.075028905,-1,118.3397509
Aragusuku,Kuro,3621.7465,Sea,Vert,0.074180842,-1,116.5885072
Aragusuku,Miyako,135844.4413,Sea,Vert,0.08128782,-1,123.2479654
Aragusuku,Nakanougan,37358.20519,Sea,Vert,0.058833786,-0.95,117.1922067
Aragusuku,Okinawa,425417.2039,Sea,Vert,0.09062242,-1,119.746117
Aragusuku,Osumi,922755.7338,Sea,Vert,0.075202218,-0.21,125.4319772
Aragusuku,Panari,442.9909323,Sea,Vert,0.068692827,-1,115.1585419
Aragusuku,Senkaku,168404.8689,Sea,Vert,0.067576873,-1,118.1613492
Aragusuku,Taketomi,15087.42904,Sea,Vert,0.069549949,-1,116.6309088
Aragusuku,Tarama,85602.59571,Sea,Vert,0.070303118,-1,116.8691154
Aragusuku,Tokashiki,400904.416,Sea,Vert,0.089225891,-0.98,119.6622984
Aragusuku,Tokora,710554.8251,Sea,Vert,0.063828522,-1,120.8682192
Aragusuku,Tonaki,395342.7275,Sea,Vert,0.06838933,-1,115.0290373
Aragusuku,Yagaji,486597.1257,Sea,Vert,0.070940297,-1,118.353753
Aragusuku,Yonaguni,94082.651,Sea,Vert,0.084204085,-0.72,125.0620417
Aragusuku,Zamami,400623.579,Sea,Vert,0.06838933,-1,115.0290373
Daito,Hateruma,749593.8295,Sea,Vert,0.088582109,-0.74,127.8076757
Daito,Hatoma,745419.5906,Sea,Vert,0.086514385,0.03,126.2840852
Daito,Ie,350257.903,Sea,Vert,0.087935012,-0.84,125.0978119
Daito,Iheya,346493.1768,Sea,Vert,0.08927974,-0.91,119.2922187
Daito,Ikema,601518.6792,Sea,Vert,0.088723065,-0.55,124.587817
Daito,Iriomote,733899.6168,Sea,Vert,0.091216876,-1,122.0419254
Daito,Ishigaki,693076.3576,Sea,Vert,0.088903927,-1,121.8587733
Daito,Izena,345891.6097,Sea,Vert,0.08670168,-0.74,124.983936
Daito,Kohama,728090.3832,Sea,Vert,0.087719057,-0.17,124.8158234
Daito,Kudaka,332827.7171,Sea,Vert,0.08670168,-0.74,124.983936
Daito,Kume,431941.1575,Sea,Vert,0.088723065,-0.55,124.587817
Daito,Kuro,725824.7893,Sea,Vert,0.088508147,-0.17,124.8215419
Daito,Miyako,578917.5943,Sea,Vert,0.088040338,-0.66,121.4521619
Daito,Nakanougan,772893.4265,Sea,Vert,0.083364988,0.4,128.5541691
Daito,Okinawa,305044.0967,Sea,Vert,0.095179748,-1,122.9777047
Daito,Osumi,478561.5809,Sea,Vert,0.084884362,0.25,123.7317171
Daito,Panari,735515.1013,Sea,Vert,0.086514385,0.03,126.2840852
Daito,Senkaku,754060.1206,Sea,Vert,0.087376164,0.41,128.0655246
Daito,Taketomi,718079.8156,Sea,Vert,0.085552375,-0.17,125.2884964
Daito,Tarama,653507.0519,Sea,Vert,0.087502958,-0.41,126.1514831
Daito,Tokashiki,385846.9939,Sea,Vert,0.095159604,-0.88,121.2669591
Daito,Tokora,386554.7221,Sea,Vert,0.084592372,0.16,129.7161022
Daito,Tonaki,409470.9629,Sea,Vert,0.08670168,-0.74,124.983936
Daito,Yagaji,329763.0086,Sea,Vert,0.084844884,-0.89,122.8842079
Daito,Yonaguni,824684.3652,Sea,Vert,0.089147412,-1,121.1961692
Daito,Zamami,390862.9224,Sea,Vert,0.08670168,-0.74,124.983936
Hateruma,Hatoma,43844.48907,Sea,Vert,0.069908698,-1,119.5298256
Hateruma,Ie,493374.133,Sea,Vert,0.073358601,-1,118.2795454
Hateruma,Iheya,524540.3589,Sea,Vert,0.087028307,-0.61,125.8544538
Hateruma,Ikema,173104.5577,Sea,Vert,0.076352182,-1,121.9764753
Hateruma,Iriomote,21496.8242,Sea,Vert,0.08750417,-1,124.1714067
Hateruma,Ishigaki,45237.87394,Sea,Vert,0.084915699,-1,123.7678022
Hateruma,Izena,518635.7048,Sea,Vert,0.069468313,-1,119.37269
Hateruma,Kohama,32695.72475,Sea,Vert,0.07457733,-1,120.9352034
Hateruma,Kudaka,471442.8052,Sea,Vert,0.069468313,-1,119.37269
Hateruma,Kume,386835.3452,Sea,Vert,0.076352182,-1,121.9764753
Hateruma,Kuro,26216.99013,Sea,Vert,0.075587565,-1,120.9352034
Hateruma,Miyako,158321.6871,Sea,Vert,0.083333216,-0.6,126.2312876
Hateruma,Nakanougan,23687.31658,Sea,Vert,0.058979531,-0.99,118.8205613
Hateruma,Okinawa,447887.9223,Sea,Vert,0.09248758,-1,123.4549756
Hateruma,Osumi,947144.4267,Sea,Vert,0.076911059,-0.33,126.7092387
Hateruma,Panari,19963.21182,Sea,Vert,0.069908698,-1,119.5298256
Hateruma,Senkaku,183915.3567,Sea,Vert,0.06819355,-1,119.8690536
Hateruma,Taketomi,38853.324,Sea,Vert,0.071079969,-1,120.67238
Hateruma,Tarama,108666.4016,Sea,Vert,0.071460952,-1,120.5430893
Hateruma,Tokashiki,423817.9113,Sea,Vert,0.091208976,-0.92,123.7956564
Hateruma,Tokora,734818.7432,Sea,Vert,0.064364541,-1,121.3586366
Hateruma,Tonaki,418903.9085,Sea,Vert,0.069468313,-1,119.37269
Hateruma,Yagaji,509747.2294,Sea,Vert,0.072659526,-0.99,122.1250652
Hateruma,Yonaguni,84387.6517,Sea,Vert,0.086257838,-1,126.9279619
Hateruma,Zamami,423739.3935,Sea,Vert,0.069468313,-1,119.37269
Hatoma,Ie,465937.3347,Sea,Vert,0.072061095,-1,113.3763662
Hatoma,Iheya,495889.4281,Sea,Vert,0.084838209,-0.98,121.9796024
Hatoma,Ikema,150993.017,Sea,Vert,0.075028905,-1,118.3397509
Hatoma,Iriomote,4914.422561,Sea,Vert,0.085572131,-1,120.8161571
Hatoma,Ishigaki,24935.7326,Sea,Vert,0.082943399,-1,120.2504445
Hatoma,Izena,490665.4775,Sea,Vert,0.06838933,-1,115.0290373
Hatoma,Kohama,19134.68622,Sea,Vert,0.073210914,-1,116.6451733
Hatoma,Kudaka,448845.0109,Sea,Vert,0.06838933,-1,115.0290373
Hatoma,Kume,357070.6134,Sea,Vert,0.075028905,-1,118.3397509
Hatoma,Kuro,29423.36901,Sea,Vert,0.074180842,-1,116.5885072
Hatoma,Miyako,138062.1479,Sea,Vert,0.08128782,-1,123.2479654
Hatoma,Nakanougan,39219.04931,Sea,Vert,0.058833786,-0.95,117.1922067
Hatoma,Okinawa,425040.386,Sea,Vert,0.09062242,-1,119.746117
Hatoma,Osumi,912013.9807,Sea,Vert,0.075202218,-0.21,125.4319772
Hatoma,Panari,29149.01282,Sea,Vert,0.068692827,-1,115.1585419
Hatoma,Senkaku,140189.5227,Sea,Vert,0.067576873,-1,118.1613492
Hatoma,Taketomi,29684.83696,Sea,Vert,0.069549949,-1,116.6309088
Hatoma,Tarama,87858.61297,Sea,Vert,0.070303118,-1,116.8691154
Hatoma,Tokashiki,399113.1973,Sea,Vert,0.089225891,-0.98,119.6622984
Hatoma,Tokora,701383.4284,Sea,Vert,0.063828522,-1,120.8682192
Hatoma,Tonaki,390919.0984,Sea,Vert,0.06838933,-1,115.0290373
Hatoma,Yagaji,483683.4123,Sea,Vert,0.070940297,-1,118.353753
Hatoma,Yonaguni,77930.93805,Sea,Vert,0.084204085,-0.72,125.0620417
Hatoma,Zamami,398076.7035,Sea,Vert,0.06838933,-1,115.0290373
Ie,Iheya,29376.12802,Sea,Vert,0.086686844,-0.96,120.3872762
Ie,Ikema,318968.078,Sea,Vert,0.077964606,-1,116.8552289
Ie,Iriomote,462502.8347,Sea,Vert,0.087434534,-1,119.3267749
Ie,Ishigaki,414515.7261,Sea,Vert,0.084949517,-1,118.6455439
Ie,Izena,20329.90008,Sea,Vert,0.071195369,-1,112.3650114
Ie,Kohama,459806.0202,Sea,Vert,0.076216496,-1,115.0149117
Ie,Kudaka,53012.74979,Sea,Vert,0.071195369,-1,112.3650114
Ie,Kume,90497.37691,Sea,Vert,0.077964606,-1,116.8552289
Ie,Kuro,463434.2635,Sea,Vert,0.077083908,-1,114.9538866
Ie,Miyako,315388.9433,Sea,Vert,0.083826053,-0.68,122.2079483
Ie,Nakanougan,504613.8622,Sea,Vert,0.062399247,-0.86,114.9214925
Ie,Okinawa,3331.36537,Sea,Vert,0.092358585,-1,118.0008394
Ie,Osumi,465447.746,Sea,Vert,0.078017104,0.04,124.744142
Ie,Panari,472823.8527,Sea,Vert,0.072061095,-1,113.3763662
Ie,Senkaku,414825.9431,Sea,Vert,0.070985216,-0.99,116.5221575
Ie,Taketomi,452204.457,Sea,Vert,0.072825078,-1,114.9995499
Ie,Tarama,374420.6931,Sea,Vert,0.073624029,-1,115.2322043
Ie,Tokashiki,63124.97871,Sea,Vert,0.090762577,-1,117.6224221
Ie,Tokora,255158.0906,Sea,Vert,0.067432054,-0.98,119.8631138
Ie,Tonaki,70251.15746,Sea,Vert,0.071195369,-1,112.3650114
Ie,Yagaji,17015.35649,Sea,Vert,0.073461476,-1,116.1505111
Ie,Yonaguni,534540.2344,Sea,Vert,0.086206821,-1,124.1139794
Ie,Zamami,65539.67151,Sea,Vert,0.071195369,-1,112.3650114
Iheya,Ikema,350753.1106,Sea,Vert,0.087437777,-0.98,121.4159465
Iheya,Iriomote,493048.2597,Sea,Vert,0.090512615,-0.93,119.7916904
Iheya,Ishigaki,445151.2559,Sea,Vert,0.088143266,-1,119.217922
Iheya,Izena,2235.51966,Sea,Vert,0.084929847,-1,120.8347206
Iheya,Kohama,490524.3731,Sea,Vert,0.086331898,-0.98,120.960329
Iheya,Kudaka,88802.2727,Sea,Vert,0.084929847,-1,120.8347206
Iheya,Kume,120069.9315,Sea,Vert,0.087437777,-0.98,121.4159465
Iheya,Kuro,494522.3266,Sea,Vert,0.086980584,-0.98,120.9657617
Iheya,Miyako,347389.2086,Sea,Vert,0.086924745,-1,119.5618154
Iheya,Nakanougan,534930.3355,Sea,Vert,0.081566621,0.01,126.2506883
Iheya,Okinawa,29204.12442,Sea,Vert,0.09439022,-1,119.9902283
Iheya,Osumi,421013.6618,Sea,Vert,0.084195047,0.5,123.7208708
Iheya,Panari,503799.1946,Sea,Vert,0.084838209,-0.98,121.9796024
Iheya,Senkaku,437363.6059,Sea,Vert,0.085657587,0.12,125.6271296
Iheya,Taketomi,483178.5788,Sea,Vert,0.083992757,-0.98,121.3259551
Iheya,Tarama,405299.4395,Sea,Vert,0.085914257,-0.96,122.548673
Iheya,Tokashiki,99569.61678,Sea,Vert,0.094162723,-1,118.1684124
Iheya,Tokora,210518.3861,Sea,Vert,0.08332984,-0.34,128.5012454
Iheya,Tonaki,101570.3544,Sea,Vert,0.084929847,-1,120.8347206
Iheya,Yagaji,32967.40544,Sea,Vert,0.08342517,-1,119.5425176
Iheya,Yonaguni,563015.4386,Sea,Vert,0.088426887,-0.98,120.3691311
